model_run_name,checkpoint_step,language,source_file,item_id,hotspot_text,context,null_hotspot_avg_surprisal,overt_hotspot_avg_surprisal,difference_score
10_25_eng_it,checkpoint-101,english,1a_3rdSG.csv,1, shows, marta won the award .,10.83987808227539,9.221169471740723,1.618708610534668
10_25_eng_it,checkpoint-101,english,1a_3rdSG.csv,2, respects, the professor grades assignments .,6.322247743606567,6.900313138961792,-0.5780653953552246
10_25_eng_it,checkpoint-101,english,1a_3rdSG.csv,3, requires, the car broke down .,6.597756028175354,5.958876252174377,0.6388797760009766
10_25_eng_it,checkpoint-101,english,1a_3rdSG.csv,4, looks, paolo missed his flight .,8.617606163024902,7.10616397857666,1.5114421844482422
10_25_eng_it,checkpoint-101,english,1a_3rdSG.csv,5, lasts, the meeting ended .,7.285852432250977,,
10_25_eng_it,checkpoint-101,english,1a_3rdSG.csv,6, disturbs, the dog barks .,7.873424291610718,7.384263634681702,0.4891606569290161
10_25_eng_it,checkpoint-101,english,1a_3rdSG.csv,7, keeps, sofia buys a gift .,11.411113739013672,8.808952331542969,2.602161407470703
10_25_eng_it,checkpoint-101,english,1a_3rdSG.csv,8, costs, the concert is canceled .,12.071226119995117,11.314460754394531,0.7567653656005859
10_25_eng_it,checkpoint-101,english,1a_3rdSG.csv,9, apologizes, the child breaks the vase .,7.218906104564667,6.706869959831238,0.512036144733429
10_25_eng_it,checkpoint-101,english,1a_3rdSG.csv,10, stays, the pizza burns .,5.588953256607056,5.2500916719436646,0.3388615846633911
10_25_eng_it,checkpoint-101,english,1a_3rdSG.csv,11, returns, luca forgets his keys .,12.13548755645752,10.561517715454102,1.573969841003418
10_25_eng_it,checkpoint-101,english,1a_3rdSG.csv,12, contains, the letter arrives .,12.480302810668945,11.333505630493164,1.1467971801757812
10_25_eng_it,checkpoint-101,italian,1a_3rdSG.csv,1, mostra, marta ha vinto il premio .,14.199454307556152,13.437084197998047,0.7623701095581055
10_25_eng_it,checkpoint-101,italian,1a_3rdSG.csv,2, rispetta, il professore corregge i compiti .,13.977067947387695,12.282919883728027,1.694148063659668
10_25_eng_it,checkpoint-101,italian,1a_3rdSG.csv,3, richiede, la macchina si è rotta .,14.420825958251953,13.495672225952148,0.9251537322998047
10_25_eng_it,checkpoint-101,italian,1a_3rdSG.csv,4, cerca, paolo ha perso il volo .,13.651829719543457,12.723155975341797,0.9286737442016602
10_25_eng_it,checkpoint-101,italian,1a_3rdSG.csv,5, dura, la riunione è finita .,13.177596092224121,11.731642723083496,1.445953369140625
10_25_eng_it,checkpoint-101,italian,1a_3rdSG.csv,6, disturba, il cane abbaia .,13.782733917236328,12.59090805053711,1.1918258666992188
10_25_eng_it,checkpoint-101,italian,1a_3rdSG.csv,7, tiene, sofia compra un regalo .,14.214618682861328,12.921526908874512,1.2930917739868164
10_25_eng_it,checkpoint-101,italian,1a_3rdSG.csv,8, costa, il concerto è annullato .,11.631315231323242,11.33134937286377,0.29996585845947266
10_25_eng_it,checkpoint-101,italian,1a_3rdSG.csv,9, chiede, il bambino rompe il vaso .,14.52619743347168,13.353157043457031,1.1730403900146484
10_25_eng_it,checkpoint-101,italian,1a_3rdSG.csv,10, resta, la pizza brucia .,14.111167907714844,13.42087173461914,0.6902961730957031
10_25_eng_it,checkpoint-101,italian,1a_3rdSG.csv,11, torna, luca dimentica le chiavi .,12.45849609375,11.319572448730469,1.1389236450195312
10_25_eng_it,checkpoint-101,italian,1a_3rdSG.csv,12, contiente, la lettera arriva .,,,
10_25_eng_it,checkpoint-101,english,1b_3rdPL.csv,1, called, the tourists missed the bus .,7.851325988769531,7.11289119720459,0.7384347915649414
10_25_eng_it,checkpoint-101,english,1b_3rdPL.csv,2, were, the keys disappeared .,6.852541923522949,3.5900816917419434,3.262460231781006
10_25_eng_it,checkpoint-101,english,1b_3rdPL.csv,3, want, the students protested .,8.23893928527832,5.000718116760254,3.2382211685180664
10_25_eng_it,checkpoint-101,english,1b_3rdPL.csv,4, will, the documents are ready .,6.579980850219727,4.657497406005859,1.9224834442138672
10_25_eng_it,checkpoint-101,english,1b_3rdPL.csv,5, can, the children finished their homework .,5.948676109313965,3.549191951751709,2.399484157562256
10_25_eng_it,checkpoint-101,english,1b_3rdPL.csv,6, didn ' t, the plants wilted .,,,
10_25_eng_it,checkpoint-101,english,1b_3rdPL.csv,7, prefer, the colleagues criticized the plan .,12.447399139404297,8.997135162353516,3.4502639770507812
10_25_eng_it,checkpoint-101,english,1b_3rdPL.csv,8, let, the windows were open .,6.352038383483887,7.451475143432617,-1.0994367599487305
10_25_eng_it,checkpoint-101,english,1b_3rdPL.csv,9, are, the guests have arrived .,4.944835662841797,3.614995002746582,1.3298406600952148
10_25_eng_it,checkpoint-101,english,1b_3rdPL.csv,10, need, the emails contain mistakes .,8.313528060913086,4.8655104637146,3.4480175971984863
10_25_eng_it,checkpoint-101,english,1b_3rdPL.csv,11, were, the books fell .,6.731281757354736,3.6026835441589355,3.128598213195801
10_25_eng_it,checkpoint-101,english,1b_3rdPL.csv,12, got, the shoes are wet .,7.3926005363464355,4.419156074523926,2.9734444618225098
10_25_eng_it,checkpoint-101,italian,1b_3rdPL.csv,1, hanno, i turisti hanno perso l ’ autobus .,14.518199920654297,15.165477752685547,-0.64727783203125
10_25_eng_it,checkpoint-101,italian,1b_3rdPL.csv,2, erano, le chiavi sono sparite .,13.287178993225098,13.403154373168945,-0.11597537994384766
10_25_eng_it,checkpoint-101,italian,1b_3rdPL.csv,3, vogliono, gli studenti hanno protestato .,14.638843536376953,14.660015106201172,-0.02117156982421875
10_25_eng_it,checkpoint-101,italian,1b_3rdPL.csv,4, saranno, i documenti sono pronti .,13.932812690734863,14.141397476196289,-0.20858478546142578
10_25_eng_it,checkpoint-101,italian,1b_3rdPL.csv,5, possono, i bambini hanno finito i compiti .,13.812233924865723,13.971504211425781,-0.1592702865600586
10_25_eng_it,checkpoint-101,italian,1b_3rdPL.csv,6, non hanno, le piante sono appassite .,10.518548965454102,11.154109001159668,-0.6355600357055664
10_25_eng_it,checkpoint-101,italian,1b_3rdPL.csv,7, preferiscono, i colleghi hanno criticato il piano .,14.214508056640625,14.348846435546875,-0.13433837890625
10_25_eng_it,checkpoint-101,italian,1b_3rdPL.csv,8, hanno, le finestre erano aperte .,14.32738971710205,14.717745780944824,-0.39035606384277344
10_25_eng_it,checkpoint-101,italian,1b_3rdPL.csv,9, stanno, gli ospiti sono arrivati .,13.440013885498047,13.806455612182617,-0.3664417266845703
10_25_eng_it,checkpoint-101,italian,1b_3rdPL.csv,10, devono, le email contengono errori .,14.544290542602539,14.118887901306152,0.4254026412963867
10_25_eng_it,checkpoint-101,italian,1b_3rdPL.csv,11, erano, i libri sono caduti .,13.624063491821289,13.732680320739746,-0.10861682891845703
10_25_eng_it,checkpoint-101,italian,1b_3rdPL.csv,12, hanno, le scarpe sono bagnate .,14.025612831115723,14.666364669799805,-0.640751838684082
10_25_eng_it,checkpoint-101,english,2a_2ndSG.csv,1, take," luca , you forget the keys often .",6.972660541534424,5.55375337600708,1.4189071655273438
10_25_eng_it,checkpoint-101,english,2a_2ndSG.csv,2, prefer," marco , you see the new movie tonight .",12.402558326721191,10.219818115234375,2.1827402114868164
10_25_eng_it,checkpoint-101,english,2a_2ndSG.csv,3, use," sara , you cook dinner quickly .",8.240246772766113,6.9269938468933105,1.3132529258728027
10_25_eng_it,checkpoint-101,english,2a_2ndSG.csv,4, include," giulia , you finish the report today .",11.718048095703125,10.931233406066895,0.7868146896362305
10_25_eng_it,checkpoint-101,english,2a_2ndSG.csv,5, consider," paolo , you choose the gift tonight .",11.340948104858398,9.900285720825195,1.4406623840332031
10_25_eng_it,checkpoint-101,english,2a_2ndSG.csv,6, appreciate," elena , you listen to the new song .",11.985441207885742,9.697257995605469,2.2881832122802734
10_25_eng_it,checkpoint-101,english,2a_2ndSG.csv,7, find," roberto , you read the recommended book .",8.392813682556152,5.865551471710205,2.5272622108459473
10_25_eng_it,checkpoint-101,english,2a_2ndSG.csv,8, select," laura , you order the food for the party .",12.965225219726562,12.568532943725586,0.39669227600097656
10_25_eng_it,checkpoint-101,english,2a_2ndSG.csv,9, take," matteo , you complete the puzzle today .",7.01895809173584,5.758346080780029,1.2606120109558105
10_25_eng_it,checkpoint-101,english,2a_2ndSG.csv,10, coordinate," chiara , you organize the event tomorrow .",14.303166389465332,13.931488037109375,0.37167835235595703
10_25_eng_it,checkpoint-101,english,2a_2ndSG.csv,11, replace," antonio , you fix the bicycle .",12.394343376159668,11.688814163208008,0.7055292129516602
